Bar_name,Modules,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground
COY-LAX,12,-80.29390641,-50.00527902,1.984625628,-77.21039241,-16.97610502,26.33721463,COY_LAX,COY-LAX-12,"['BUG', 'CHI', 'NOR', 'KIT', 'ART', 'GIN', 'HAM', 'ICE']",COY-12_LAX-12,"['BUG-COY-12', 'COY-NOR-12', 'CHI-COY-9', 'COY-NOR-9', 'COY-KIT-9', 'ART-LAX-12', 'GIN-LAX-6', 'HAM-LAX-6', 'ICE-LAX-6']","['BUG-COY', 'CHI-COY', 'COY-NOR', 'COY-KIT', 'ART-LAX', 'GIN-LAX', 'HAM-LAX', 'ICE-LAX']","['BUG-12', 'NOR-12', 'CHI-9', 'NOR-9', 'KIT-9', 'ART-12', 'GIN-6', 'HAM-6', 'ICE-6']",0
BAH-CIS,2,85.32510359,-14.53845802,-82.83059537,97.16048159,11.66894898,-78.92810637,BAH_CIS,BAH-CIS-2,"['BOY', 'WIN', 'BAM', 'ORC', 'ETA', 'OFF']",BAH-2_CIS-2,"['BAH-BOY-2', 'BAH-WIN-8', 'BAH-BAM-8', 'BOY-CIS-2', 'CIS-ORC-2', 'CIS-ETA-2', 'CIS-OFF-2', 'BAM-CIS-8']","['BAH-BOY', 'BAH-WIN', 'BAH-BAM', 'BAM-CIS', 'BOY-CIS', 'CIS-ORC', 'CIS-ETA', 'CIS-OFF']","['BOY-2', 'WIN-8', 'BAM-8', 'BOY-2', 'ORC-2', 'ETA-2', 'OFF-2', 'BAM-8']",0
DIG-JOY,2,84.05906559,82.04294498,-32.10448937,99.36351259,108.367809,-25.19441537,DIG_JOY,DIG-JOY-2,"['HIT', 'DUI', 'TUB', 'BIO', 'GUN', 'SPY', 'RAW']",DIG-2_JOY-1,"['DIG-HIT-2', 'DIG-DUI-2', 'DIG-TUB-2', 'BIO-JOY-1', 'GUN-JOY-1', 'JOY-SPY-1', 'JOY-RAW-1']","['DIG-HIT', 'DIG-DUI', 'DIG-TUB', 'BIO-JOY', 'GUN-JOY', 'JOY-SPY', 'JOY-RAW']","['HIT-2', 'DUI-2', 'TUB-2', 'BIO-1', 'GUN-1', 'SPY-1', 'RAW-1']",0
MAC-YES,7,54.23545259,1.329739983,41.98318563,68.15962259,26.39750798,49.85057663,MAC_YES,MAC-YES-7,"['AIR', 'FIX', 'GIG', 'POP', 'ACE', 'EON', 'ERA', 'IRE']",MAC-7_YES-7,"['AIR-MAC-11', 'FIX-MAC-11', 'GIG-MAC-11', 'FIX-MAC-7', 'MAC-POP-7', 'ACE-YES-7', 'EON-YES-7', 'ERA-YES-7', 'IRE-YES-7']","['AIR-MAC', 'FIX-MAC', 'GIG-MAC', 'MAC-POP', 'ACE-YES', 'EON-YES', 'ERA-YES', 'IRE-YES']","['AIR-11', 'FIX-11', 'GIG-11', 'FIX-7', 'POP-7', 'ACE-7', 'EON-7', 'ERA-7', 'IRE-7']",0
HOW-PIE,1,6.326552594,118.044822,-30.11467737,18.90968059,136.201273,1.885876628,HOW_PIE,HOW-PIE-1,"['ADO', 'ELF', 'GAL', 'SHY', 'NIX', 'OVA', 'RUM', 'SPY']",HOW-1_PIE-1,"['ELF-HOW-1', 'GAL-HOW-1', 'ADO-HOW-5', 'HOW-SHY-5', 'NIX-PIE-1', 'OVA-PIE-1', 'PIE-SPY-1', 'PIE-RUM-1']","['ADO-HOW', 'ELF-HOW', 'GAL-HOW', 'HOW-SHY', 'NIX-PIE', 'OVA-PIE', 'PIE-RUM', 'PIE-SPY']","['ELF-1', 'GAL-1', 'ADO-5', 'SHY-5', 'NIX-1', 'OVA-1', 'SPY-1', 'RUM-5']",0
CHI-COY,9,-102.5418844,-50.26531802,-16.48294537,-80.74662941,-38.04451102,-1.981156372,CHI_COY,CHI-COY-9,"['AGE', 'MAD', 'DOG', 'KIT', 'BUG', 'LAX', 'NOR']",CHI-9_COY-9,"['AGE-CHI-9', 'CHI-DOG-9', 'CHI-KIT-9', 'CHI-MAD-9', 'BUG-COY-12', 'COY-LAX-12', 'COY-NOR-12', 'COY-NOR-9', 'COY-KIT-9']","['AGE-CHI', 'CHI-MAD', 'CHI-DOG', 'CHI-KIT', 'BUG-COY', 'COY-LAX', 'COY-NOR', 'COY-KIT']","['AGE-9', 'DOG-9', 'KIT-9', 'MAD-12', 'BUG-12', 'LAX-12', 'NOR-12', 'NOR-9', 'KIT-9']",0
FOR-HIP,10,-32.92354741,-159.398511,-17.57409037,-1.859306406,-153.773805,-11.69254437,FOR_HIP,FOR-HIP-10,"['EGG', 'OAK', 'GET', 'SAD', 'RUG', 'NEW']",FOR-10_HIP-10,"['EGG-FOR-10', 'FOR-OAK-10', 'GET-HIP-10', 'HIP-SAD-10', 'HIP-RUG-10', 'HIP-NEW-10']","['EGG-FOR', 'FOR-OAK', 'GET-HIP', 'HIP-SAD', 'HIP-RUG', 'HIP-NEW']","['EGG-10', 'OAK-10', 'GET-10', 'SAD-10', 'RUG-10', 'NEW-10']",0
GET-OAK,10,-11.22186041,-148.691116,-35.38363137,18.45301759,-141.007733,-31.06690737,GET_OAK,GET-OAK-10,"['CAB', 'COP', 'HIP', 'NEW', 'DAD', 'FOR', 'ROB']",GET-10_OAK-10,"['CAB-GET-10', 'COP-GET-10', 'GET-HIP-10', 'GET-NEW-10', 'CAB-OAK-10', 'DAD-OAK-10', 'FOR-OAK-10', 'OAK-ROB-10']","['CAB-GET', 'COP-GET', 'GET-HIP', 'GET-NEW', 'CAB-OAK', 'DAD-OAK', 'FOR-OAK', 'OAK-ROB']","['CAB-10', 'COP-10', 'HIP-10', 'NEW-10', 'CAB-10', 'DAD-10', 'FOR-10', 'ROB-10']",1
NIX-WHO,1,19.61778759,110.670883,-84.02869737,56.10229159,146.65104,-71.21173037,NIX_WHO,NIX-WHO-1,"['LEG', 'OVA', 'PIE', 'FRO', 'OFF', 'RAW']",NIX-1_WHO-1,"['LEG-NIX-1', 'NIX-OVA-1', 'NIX-PIE-1', 'FRO-WHO-1', 'LEG-WHO-1', 'RAW-WHO-1', 'OFF-WHO-2']","['LEG-NIX', 'NIX-OVA', 'NIX-PIE', 'FRO-WHO', 'LEG-WHO', 'OFF-WHO', 'RAW-WHO']","['LEG-1', 'OVA-1', 'PIE-1', 'FRO-1', 'LEG-1', 'RAW-1', 'OFF-2']",1
COP-TAT,9,-57.91414741,-101.868626,-74.08673237,-42.95671341,-66.76327302,-45.03855737,COP_TAT,COP-TAT-9,"['WOW', 'USE', 'NEW', 'GET', 'ELK', 'ONO', 'SIR']",COP-9_TAT-9,"['COP-WOW-10', 'COP-NEW-10', 'COP-GET-10', 'COP-WOW-9', 'COP-USE-9', 'ELK-TAT-9', 'ONO-TAT-9', 'SIR-TAT-9']","['COP-WOW', 'COP-USE', 'COP-NEW', 'COP-GET', 'ELK-TAT', 'ONO-TAT', 'SIR-TAT']","['WOW-10', 'NEW-10', 'GET-10', 'WOW-9', 'USE-9', 'ELK-9', 'ONO-9', 'SIR-9']",1
BOY-CIS,2,85.32510359,11.66894898,-82.83059537,108.4197686,11.93373498,-68.75523137,BOY_CIS,BOY-CIS-2,"['BAH', 'FOX', 'ETA', 'ORC', 'BAM', 'OFF']",BOY-2_CIS-2,"['BAH-BOY-2', 'BOY-FOX-2', 'BOY-ETA-2', 'BOY-ORC-2', 'BAH-CIS-2', 'CIS-ORC-2', 'CIS-ETA-2', 'CIS-OFF-2', 'BAM-CIS-8']","['BAH-BOY', 'BOY-FOX', 'BOY-ETA', 'BOY-ORC', 'BAH-CIS', 'BAM-CIS', 'CIS-ORC', 'CIS-ETA', 'CIS-OFF']","['BAH-2', 'FOX-2', 'ETA-2', 'ORC-2', 'BAH-2', 'ORC-2', 'ETA-2', 'OFF-2', 'BAM-8']",0
EGO-LID,3,-99.14678941,66.12933398,-99.65481637,-75.29686741,74.90171698,-80.80211637,EGO_LID,EGO-LID-3,"['AIM', 'BOX', 'GYM', 'OAR', 'HUG', 'WAX']",EGO-3_LID-3,"['AIM-EGO-3', 'EGO-GYM-3', 'EGO-OAR-3', 'BOX-EGO-4', 'AIM-LID-3', 'GYM-LID-3', 'LID-WAX-3', 'BOX-LID-4', 'HUG-LID-4']","['AIM-EGO', 'BOX-EGO', 'EGO-GYM', 'EGO-OAR', 'AIM-LID', 'BOX-LID', 'GYM-LID', 'HUG-LID', 'LID-WAX']","['AIM-3', 'GYM-3', 'OAR-3', 'BOX-4', 'AIM-3', 'GYM-3', 'WAX-3', 'BOX-4', 'HUG-4']",0
MOP-SOY,6,-41.14815841,6.414220983,63.01992663,-25.26962541,32.03279498,63.86493863,MOP_SOY,MOP-SOY-6,"['DUH', 'FAN', 'JUG', 'NAN']",MOP-6_SOY-6,"['DUH-MOP-6', 'FAN-MOP-6', 'JUG-MOP-6', 'MOP-NAN-6', 'DUH-SOY-6', 'JUG-SOY-6', 'NAN-SOY-6']","['DUH-MOP', 'FAN-MOP', 'JUG-MOP', 'MOP-NAN', 'DUH-SOY', 'JUG-SOY', 'NAN-SOY']","['DUH-6', 'FAN-6', 'JUG-6', 'NAN-6', 'DUH-6', 'JUG-6', 'NAN-6']",0
BAR-FLU,4,-107.2781254,-27.39621002,-80.89485437,-106.7256264,-7.093324017,-61.13785137,BAR_FLU,BAR-FLU-4,"['CUP', 'DOG', 'ONO', 'HUG', 'SIR', 'VAN']",BAR-4_FLU-4,"['BAR-CUP-4', 'BAR-DOG-4', 'BAR-DOG-9', 'BAR-ONO-9', 'FLU-HUG-4', 'FLU-VAN-4', 'FLU-SIR-4']","['BAR-CUP', 'BAR-DOG', 'BAR-ONO', 'FLU-HUG', 'FLU-SIR', 'FLU-VAN']","['CUP-4', 'DOG-4', 'DOG-9', 'ONO-9', 'HUG-4', 'VAN-4', 'SIR-9']",0
GIN-ICE,4_6,-101.6621224,2.311318983,13.93948363,-89.79028241,31.51131598,18.75995663,GIN_ICE,GIN-ICE-4_GIN-ICE-6,"['DAY', 'WIZ', 'LAX', 'BED', 'HAM', 'SAY']",GIN-4_ICE-4_GIN-6_ICE-6,"['DAY-GIN-4', 'GIN-WIZ-4', 'GIN-LAX-6', 'BED-ICE-4', 'ICE-SAY-4', 'HAM-ICE-6', 'ICE-LAX-6']","['DAY-GIN', 'GIN-WIZ', 'GIN-LAX', 'BED-ICE', 'HAM-ICE', 'ICE-SAY', 'ICE-LAX']","['DAY-4', 'WIZ-4', 'LAX-6', 'BED-4', 'SAY-4', 'HAM-6', 'LAX-6']",0
AIM-LID,3,-85.39764441,66.12933398,-99.65481637,-75.29686741,95.01491398,-91.98091537,AIM_LID,AIM-LID-3,"['MOM', 'EGO', 'WAX', 'MIX', 'BOX', 'GYM', 'HUG']",AIM-3_LID-3,"['AIM-MOM-3', 'AIM-EGO-3', 'AIM-WAX-3', 'AIM-MIX-3', 'EGO-LID-3', 'GYM-LID-3', 'LID-WAX-3', 'BOX-LID-4', 'HUG-LID-4']","['AIM-MOM', 'AIM-EGO', 'AIM-WAX', 'AIM-MIX', 'BOX-LID', 'EGO-LID', 'GYM-LID', 'HUG-LID', 'LID-WAX']","['MOM-3', 'EGO-3', 'WAX-3', 'MIX-3', 'EGO-3', 'GYM-3', 'WAX-3', 'BOX-4', 'HUG-4']",1
ASK-ORC,2,100.5588706,38.13227498,-80.54947137,101.1758146,65.11660398,-67.54861437,ASK_ORC,ASK-ORC-2,"['FRO', 'GUN', 'TUB', 'OFF', 'BOY', 'CIS', 'TAG']",ASK-2_ORC-2,"['ASK-GUN-2', 'ASK-TUB-2', 'ASK-OFF-2', 'ASK-FRO-2', 'BOY-ORC-2', 'CIS-ORC-2', 'ORC-TAG-2']","['ASK-FRO', 'ASK-GUN', 'ASK-TUB', 'ASK-OFF', 'BOY-ORC', 'CIS-ORC', 'ORC-TAG']","['GUN-2', 'TUB-2', 'OFF-2', 'FRO-1', 'BOY-2', 'CIS-2', 'TAG-2']",0
INK-MAY,3,-53.10752641,133.549724,-46.28103337,-42.89736841,147.070363,-22.66342337,INK_MAY,INK-MAY-3,"['ALA', 'GUT', 'RUM', 'SHY', 'HEX', 'SIP']",INK-3_MAY-3,"['ALA-INK-3', 'GUT-INK-3', 'INK-RUM-3', 'INK-SHY-3', 'HEX-MAY-3', 'MAY-RUM-3', 'MAY-SIP-3']","['ALA-INK', 'GUT-INK', 'INK-RUM', 'INK-SHY', 'HEX-MAY', 'MAY-RUM', 'MAY-SIP']","['ALA-3', 'GUT-3', 'RUM-3', 'SHY-5', 'HEX-3', 'RUM-3', 'SIP-3']",0
ART-KIT,12,-93.70142841,-68.56138902,-19.98796437,-85.24824141,-58.83866602,26.52474063,ART_KIT,ART-KIT-12,"['FIG', 'ASH', 'MAD', 'LAX', 'CHI', 'COY', 'WIG', 'ONO']",ART-12_KIT-9,"['ART-FIG-12', 'ART-ASH-12', 'ART-MAD-12', 'ART-LAX-12', 'CHI-KIT-9', 'COY-KIT-9', 'KIT-WIG-9', 'KIT-ONO-9']","['ART-FIG', 'ART-ASH', 'ART-MAD', 'ART-LAX', 'CHI-KIT', 'COY-KIT', 'KIT-WIG', 'KIT-ONO']","['FIG-12', 'ASH-12', 'MAD-12', 'LAX-12', 'CHI-9', 'COY-9', 'WIG-9', 'ONO-9']",0
GAS-IVY,11,93.61091659,-13.78822502,-12.75042237,98.01878059,11.58407098,8.027349628,GAS_IVY,GAS-IVY-11,"['EYE', 'ODD', 'TUX', 'FIX', 'SUN', 'TAG']",GAS-11_IVY-7,"['GAS-ODD-11', 'EYE-GAS-7', 'GAS-TUX-11', 'IVY-SUN-2', 'IVY-TAG-2', 'EYE-IVY-7', 'FIX-IVY-7', 'IVY-SUN-7']","['EYE-GAS', 'GAS-ODD', 'GAS-TUX', 'EYE-IVY', 'FIX-IVY', 'IVY-SUN', 'IVY-TAG']","['ODD-11', 'EYE-7', 'TUX-8', 'SUN-2', 'TAG-2', 'EYE-7', 'FIX-7', 'SUN-7']",0
AGO-MIX,3,-82.31358541,99.85877998,-59.92703137,-77.59085641,116.370628,-32.02837637,AGO_MIX,AGO-MIX-3,"['ALA', 'MOM', 'OIL', 'AIM', 'OAR', 'WAX']",AGO-3_MIX-3,"['AGO-ALA-3', 'AGO-MOM-3', 'AGO-OIL-3', 'AIM-MIX-3', 'ALA-MIX-3', 'MIX-OAR-3', 'MIX-WAX-3']","['AGO-ALA', 'AGO-MOM', 'AGO-OIL', 'AIM-MIX', 'ALA-MIX', 'MIX-OAR', 'MIX-WAX']","['ALA-3', 'MOM-3', 'OIL-3', 'AIM-3', 'ALA-3', 'OAR-3', 'WAX-3']",0
HOT-LIE,13,4.710215594,-98.76846102,51.24466863,23.32732159,-72.88615602,58.92129363,HOT_LIE,HOT-LIE-13,"['PRO', 'PIG', 'JAM', 'OLD', 'EVE', 'FAX', 'LAW', 'ZOO']",HOT-13_LIE-13,"['HOT-PRO-13', 'HOT-PIG-13', 'HOT-JAM-13', 'HOT-OLD-13', 'FAX-LIE-11', 'LIE-ZOO-11', 'EVE-LIE-14', 'LAW-LIE-14']","['HOT-PRO', 'HOT-PIG', 'HOT-JAM', 'HOT-OLD', 'EVE-LIE', 'FAX-LIE', 'LAW-LIE', 'LIE-ZOO']","['PRO-13', 'PIG-13', 'JAM-13', 'OLD-13', 'FAX-11', 'ZOO-11', 'EVE-14', 'LAW-14']",0
MIX-WAX,3,-82.31358541,113.301845,-94.98505137,-61.03240041,116.370628,-59.92703137,MIX_WAX,MIX-WAX-3,"['AGO', 'AIM', 'ALA', 'OAR', 'GUT', 'HEX', 'LID', 'SIP']",MIX-3_WAX-3,"['AGO-MIX-3', 'AIM-MIX-3', 'ALA-MIX-3', 'MIX-OAR-3', 'AIM-WAX-3', 'GUT-WAX-3', 'HEX-WAX-3', 'LID-WAX-3', 'SIP-WAX-3']","['AGO-MIX', 'AIM-MIX', 'ALA-MIX', 'MIX-OAR', 'AIM-WAX', 'GUT-WAX', 'HEX-WAX', 'LID-WAX', 'SIP-WAX']","['AGO-3', 'AIM-3', 'ALA-3', 'OAR-3', 'AIM-3', 'GUT-3', 'HEX-3', 'LID-3', 'SIP-3']",0
JUG-RIB,6,-5.433488406,0.831416983,71.05300363,-1.325779406,37.92189098,77.87267963,JUG_RIB,JUG-RIB-6,"['NIL', 'SOY', 'MOP', 'ERA', 'FOG', 'IRE', 'LAW']",JUG-6_RIB-6,"['JUG-NIL-5', 'JUG-SOY-6', 'JUG-MOP-6', 'ERA-RIB-14', 'FOG-RIB-14', 'IRE-RIB-14', 'LAW-RIB-14', 'ERA-RIB-6', 'FOG-RIB-6']","['JUG-NIL', 'JUG-SOY', 'JUG-MOP', 'ERA-RIB', 'FOG-RIB', 'IRE-RIB', 'LAW-RIB']","['NIL-5', 'SOY-6', 'MOP-6', 'ERA-14', 'FOG-14', 'IRE-14', 'LAW-14', 'ERA-6', 'FOG-6']",0
KEG-ODD,11,83.77172959,-61.85164402,10.55548263,85.97783059,-36.78945902,22.52835163,KEG_ODD,KEG-ODD-11,"['COW', 'WHY', 'WAS', 'AIR', 'GAS']",KEG-11_ODD-11,"['COW-KEG-11', 'KEG-WAS-11', 'KEG-WHY-8', 'AIR-ODD-11', 'COW-ODD-11', 'GAS-ODD-11']","['COW-KEG', 'KEG-WHY', 'KEG-WAS', 'AIR-ODD', 'COW-ODD', 'GAS-ODD']","['COW-11', 'WAS-11', 'WHY-8', 'AIR-11', 'COW-11', 'GAS-11']",0
LUG-WHY,8,89.76299359,-61.09995302,-20.31834037,93.63453159,-35.23578102,-8.809875372,LUG_WHY,LUG-WHY-8,"['JAR', 'PAY', 'TAR', 'KEG', 'SAW']",LUG-8_WHY-8,"['LUG-TAR-11', 'JAR-LUG-8', 'LUG-PAY-8', 'LUG-TAR-8', 'JAR-WHY-8', 'KEG-WHY-8', 'PAY-WHY-8', 'SAW-WHY-8']","['JAR-LUG', 'LUG-PAY', 'LUG-TAR', 'JAR-WHY', 'KEG-WHY', 'PAY-WHY', 'SAW-WHY']","['TAR-11', 'JAR-8', 'PAY-8', 'TAR-8', 'JAR-8', 'KEG-8', 'PAY-8', 'SAW-8']",0
FRO-WHO,1,56.10229159,92.49394598,-84.02869737,83.11559959,110.670883,-76.93202537,FRO_WHO,FRO-WHO-1,"['ASK', 'RAW', 'LEG', 'NIX', 'OFF']",FRO-1_WHO-1,"['FRO-RAW-1', 'ASK-FRO-2', 'LEG-WHO-1', 'NIX-WHO-1', 'RAW-WHO-1', 'OFF-WHO-2']","['ASK-FRO', 'FRO-RAW', 'LEG-WHO', 'NIX-WHO', 'OFF-WHO', 'RAW-WHO']","['RAW-1', 'ASK-2', 'LEG-1', 'NIX-1', 'RAW-1', 'OFF-2']",0
AHI-ERA,7,17.26735359,17.24063198,60.56250663,39.02183059,34.45504998,64.71688063,AHI_ERA,AHI-ERA-7,"['NIL', 'IRE', 'RIB', 'YES', 'GIG', 'LAW']",AHI-7_ERA-7,"['AHI-NIL-7', 'AHI-IRE-7', 'ERA-RIB-14', 'ERA-GIG-14', 'ERA-LAW-14', 'ERA-YES-7', 'ERA-RIB-6']","['AHI-NIL', 'AHI-IRE', 'ERA-RIB', 'ERA-YES', 'ERA-GIG', 'ERA-LAW']","['NIL-7', 'IRE-7', 'RIB-14', 'GIG-14', 'LAW-14', 'YES-7', 'RIB-6']",0
ADO-DUB,5,11.85316059,92.98717298,31.93446463,40.70018759,99.97916498,38.38084263,ADO_DUB,ADO-DUB-5,"['TOY', 'HOW', 'PLY', 'ARM', 'WAR', 'WET']",ADO-5_DUB-5,"['ADO-TOY-5', 'ADO-HOW-5', 'ADO-PLY-5', 'ARM-DUB-1', 'DUB-WAR-1', 'DUB-WET-1', 'DUB-TOY-5', 'DUB-WAR-5']","['ADO-TOY', 'ADO-HOW', 'ADO-PLY', 'ARM-DUB', 'DUB-TOY', 'DUB-WAR', 'DUB-WET']","['TOY-5', 'HOW-5', 'PLY-5', 'ARM-1', 'WAR-1', 'WET-1', 'TOY-5', 'WAR-5']",0
FLY-WIZ,5,-94.22729741,61.19367898,1.048107628,-82.18924841,94.36766498,16.15277063,FLY_WIZ,FLY-WIZ-5,"['VOW', 'OAR', 'GIN', 'SAY', 'TAX', 'ZZZ']",FLY-5_WIZ-4,"['FLY-OAR-3', 'FLY-VOW-5', 'GIN-WIZ-4', 'SAY-WIZ-4', 'TAX-WIZ-4', 'WIZ-ZZZ-4']","['FLY-VOW', 'FLY-OAR', 'GIN-WIZ', 'SAY-WIZ', 'TAX-WIZ', 'WIZ-ZZZ']","['OAR-3', 'VOW-5', 'GIN-4', 'SAY-4', 'TAX-4', 'ZZZ-6']",0
COP-WOW,10_9,-59.45124641,-131.871081,-45.03855737,-39.98823741,-101.868626,-17.25148337,COP_WOW,COP-WOW-10_COP-WOW-9,"['USE', 'NEW', 'TAT', 'GET', 'ELK', 'WIG']",COP-10_WOW-10_COP-9_WOW-9,"['COP-NEW-10', 'COP-GET-10', 'COP-USE-9', 'COP-TAT-9', 'NEW-WOW-10', 'ELK-WOW-9', 'WIG-WOW-9']","['COP-USE', 'COP-NEW', 'COP-TAT', 'COP-GET', 'ELK-WOW', 'NEW-WOW', 'WIG-WOW']","['NEW-10', 'GET-10', 'USE-9', 'TAT-9', 'NEW-10', 'ELK-9', 'WIG-9']",0
TAR-YAY,8,52.54010159,-78.35575402,-52.84782737,71.15719559,-76.11056602,-11.12986337,TAR_YAY,TAR-YAY-8,"['COW', 'LUG', 'SEX', 'WAS', 'AMP', 'BAM', 'CAB', 'HAY', 'JAR']",TAR-8_YAY-8,"['COW-TAR-11', 'LUG-TAR-11', 'TAR-WAS-11', 'LUG-TAR-8', 'SEX-TAR-8', 'AMP-YAY-8', 'BAM-YAY-8', 'HAY-YAY-8', 'JAR-YAY-8', 'CAB-YAY-10']","['COW-TAR', 'LUG-TAR', 'SEX-TAR', 'TAR-WAS', 'AMP-YAY', 'BAM-YAY', 'CAB-YAY', 'HAY-YAY', 'JAR-YAY']","['COW-11', 'LUG-11', 'WAS-11', 'LUG-8', 'SEX-8', 'AMP-8', 'BAM-8', 'HAY-8', 'JAR-8', 'CAB-10']",0
ARM-NOM,1,65.19910059,89.93827798,-8.540843372,74.50482659,101.295225,14.24669263,ARM_NOM,ARM-NOM-1,"['BRO', 'BIO', 'WET', 'DUB', 'DUI', 'SPY']",ARM-1_NOM-1,"['ARM-BIO-1', 'ARM-WET-1', 'ARM-DUB-1', 'ARM-BRO-1', 'BIO-NOM-1', 'NOM-SPY-1', 'DUI-NOM-2', 'BRO-NOM-7']","['ARM-BRO', 'ARM-BIO', 'ARM-WET', 'ARM-DUB', 'BIO-NOM', 'BRO-NOM', 'DUI-NOM', 'NOM-SPY']","['BIO-1', 'WET-1', 'DUB-1', 'BRO-7', 'BIO-1', 'SPY-1', 'DUI-2', 'BRO-7']",0
IRE-YES,7,40.26749259,-0.069158017,41.98318563,54.23545259,26.39750798,66.84420363,IRE_YES,IRE-YES-7,"['AHI', 'EVE', 'GIG', 'RIB', 'ACE', 'EON', 'ERA', 'MAC']",IRE-7_YES-7,"['EVE-IRE-14', 'GIG-IRE-14', 'IRE-RIB-14', 'AHI-IRE-7', 'ACE-YES-7', 'EON-YES-7', 'ERA-YES-7', 'MAC-YES-7']","['AHI-IRE', 'EVE-IRE', 'GIG-IRE', 'IRE-RIB', 'ACE-YES', 'EON-YES', 'ERA-YES', 'MAC-YES']","['EVE-14', 'GIG-14', 'RIB-14', 'AHI-7', 'ACE-7', 'EON-7', 'ERA-7', 'MAC-7']",0
IVY-SUN,2_7,93.61091659,11.58407098,-16.07717937,105.0021466,37.50039698,1.262630628,IVY_SUN,IVY-SUN-2_IVY-SUN-7,"['EYE', 'FIX', 'GAS', 'TAG', 'HIT', 'SKY']",IVY-2_SUN-2_IVY-7_SUN-7,"['IVY-TAG-2', 'EYE-IVY-7', 'FIX-IVY-7', 'GAS-IVY-11', 'HIT-SUN-2', 'SKY-SUN-2', 'EYE-SUN-7', 'HIT-SUN-7']","['EYE-IVY', 'FIX-IVY', 'GAS-IVY', 'IVY-TAG', 'EYE-SUN', 'HIT-SUN', 'SKY-SUN']","['TAG-2', 'EYE-7', 'FIX-7', 'GAS-11', 'HIT-2', 'SKY-2', 'EYE-7', 'HIT-7']",0
EVE-IRE,14,30.91119559,-41.28148002,68.58317463,36.45626059,-3.166204017,69.58921863,EVE_IRE,EVE-IRE-14,"['FAX', 'OLD', 'LIE', 'AHI', 'GIG', 'YES', 'RIB']",EVE-14_IRE-14,"['EVE-OLD-14', 'EVE-LIE-14', 'EVE-FAX-14', 'GIG-IRE-14', 'IRE-RIB-14', 'AHI-IRE-7', 'IRE-YES-7']","['EVE-FAX', 'EVE-OLD', 'EVE-LIE', 'AHI-IRE', 'GIG-IRE', 'IRE-YES', 'IRE-RIB']","['OLD-14', 'LIE-14', 'FAX-11', 'GIG-14', 'RIB-14', 'AHI-7', 'YES-7']",0
ADO-HOW,5,3.807477594,92.98717298,4.278644628,11.85316059,116.592725,38.38084263,ADO_HOW,ADO-HOW-5,"['DUB', 'TOY', 'PLY', 'ELF', 'GAL', 'PIE', 'SHY']",ADO-5_HOW-5,"['ADO-DUB-5', 'ADO-TOY-5', 'ADO-PLY-5', 'ELF-HOW-1', 'GAL-HOW-1', 'HOW-PIE-1', 'HOW-SHY-5']","['ADO-DUB', 'ADO-TOY', 'ADO-PLY', 'ELF-HOW', 'GAL-HOW', 'HOW-PIE', 'HOW-SHY']","['DUB-5', 'TOY-5', 'PLY-5', 'ELF-1', 'GAL-1', 'PIE-1', 'SHY-5']",0
ELF-WAR,1,24.28645659,109.975758,-1.147938372,42.59283659,118.646189,20.21671563,ELF_WAR,ELF-WAR-1,"['BIO', 'HOW', 'BOA', 'DUB', 'GAL']",ELF-1_WAR-1,"['BIO-ELF-1', 'ELF-HOW-1', 'DUB-WAR-1', 'GAL-WAR-1', 'BOA-WAR-5', 'DUB-WAR-5']","['BIO-ELF', 'ELF-HOW', 'BOA-WAR', 'DUB-WAR', 'GAL-WAR']","['BIO-1', 'HOW-1', 'DUB-1', 'GAL-1', 'BOA-5', 'DUB-5']",0
MAY-RUM,3,-42.89736841,135.503937,-46.28103337,-21.85544841,147.070363,-29.20266437,MAY_RUM,MAY-RUM-3,"['HEX', 'INK', 'SIP', 'PIE', 'REF']",MAY-3_RUM-3,"['HEX-MAY-3', 'INK-MAY-3', 'MAY-SIP-3', 'INK-RUM-3', 'RUM-SIP-3', 'REF-RUM-5', 'PIE-RUM-1']","['HEX-MAY', 'INK-MAY', 'MAY-SIP', 'INK-RUM', 'PIE-RUM', 'REF-RUM', 'RUM-SIP']","['HEX-3', 'INK-3', 'SIP-3', 'INK-3', 'SIP-3', 'REF-5', 'PIE-1']",0
NIX-OVA,1,19.61778759,146.65104,-71.21173037,37.55681159,148.781207,-44.57590737,NIX_OVA,NIX-OVA-1,"['LEG', 'WHO', 'PIE', 'RAD']",NIX-1_OVA-1,"['LEG-NIX-1', 'NIX-WHO-1', 'NIX-PIE-1', 'LEG-OVA-1', 'OVA-PIE-1', 'OVA-RAD-1']","['LEG-NIX', 'NIX-WHO', 'NIX-PIE', 'LEG-OVA', 'OVA-PIE', 'OVA-RAD']","['LEG-1', 'WHO-1', 'PIE-1', 'LEG-1', 'PIE-1', 'RAD-1']",0
