Bar_name,Modules,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground
ALL-RUG,10,-21.26114741,-146.611042,5.949316628,-19.93212741,-138.6957,32.20581763,ALL_RUG,ALL-RUG-10,"['PRO', 'EGG', 'SAD', 'DAD', 'HIP', 'PIG']",ALL-10_RUG-10,"['ALL-EGG-10', 'ALL-SAD-10', 'ALL-PRO-10', 'DAD-RUG-10', 'EGG-RUG-10', 'HIP-RUG-10', 'PIG-RUG-10']","['ALL-PRO', 'ALL-EGG', 'ALL-SAD', 'DAD-RUG', 'EGG-RUG', 'HIP-RUG', 'PIG-RUG']","['EGG-10', 'SAD-10', 'PRO-13', 'DAD-10', 'EGG-10', 'HIP-10', 'PIG-10']",0
DUI-NOM,2,76.73077159,55.49964198,-20.27930937,97.20427659,86.61888398,-8.750120372,DUI_NOM,DUI-NOM-2,"['DIG', 'SUN', 'TAG', 'IVY', 'ACE', 'ARM', 'BIO', 'HIT']",DUI-2_NOM-2,"['DIG-DUI-2', 'DUI-SUN-2', 'DUI-TAG-2', 'DUI-IVY-2', 'ARM-NOM-1', 'BIO-NOM-1', 'HIT-NOM-2', 'ACE-NOM-7', 'HIT-NOM-7']","['DIG-DUI', 'DUI-SUN', 'DUI-TAG', 'DUI-IVY', 'ACE-NOM', 'ARM-NOM', 'BIO-NOM', 'HIT-NOM']","['DIG-2', 'SUN-2', 'TAG-2', 'IVY-2', 'ARM-1', 'BIO-1', 'HIT-2', 'ACE-7', 'HIT-7']",0
DAY-ZIG,4,-112.1824644,29.94447198,-30.73944437,-94.73552341,49.38235198,-26.25327037,DAY_ZIG,DAY-ZIG-4,"['CUP', 'PAW', 'GIN', 'GYM', 'SAY']",DAY-4_ZIG-4,"['CUP-DAY-4', 'DAY-PAW-4', 'DAY-GIN-4', 'GYM-ZIG-4', 'SAY-ZIG-4']","['CUP-DAY', 'DAY-PAW', 'DAY-GIN', 'GYM-ZIG', 'SAY-ZIG']","['CUP-4', 'PAW-4', 'GIN-4', 'GYM-4', 'SAY-4']",0
EGG-MOO,10,4.830568594,-149.573482,21.92542263,31.52915659,-135.876097,28.76128663,EGG_MOO,EGG-MOO-10,"['ALL', 'RUG', 'PIG', 'FOR', 'EAR', 'JAM']",EGG-10_MOO-10,"['ALL-EGG-10', 'EGG-RUG-10', 'EGG-PIG-10', 'EGG-FOR-10', 'EAR-MOO-10', 'MOO-PIG-10', 'JAM-MOO-13']","['ALL-EGG', 'EGG-RUG', 'EGG-PIG', 'EGG-FOR', 'EAR-MOO', 'JAM-MOO', 'MOO-PIG']","['ALL-10', 'RUG-10', 'PIG-10', 'FOR-10', 'EAR-10', 'PIG-10', 'JAM-13']",0
CUP-DAY,4,-102.1497724,1.689936983,-56.48926237,-94.73552341,29.94447198,-26.25327037,CUP_DAY,CUP-DAY-4,"['BAR', 'HUG', 'SIR', 'PAW', 'ZIG', 'GIN']",CUP-4_DAY-4,"['BAR-CUP-4', 'CUP-HUG-4', 'CUP-PAW-4', 'CUP-SIR-4', 'DAY-PAW-4', 'DAY-ZIG-4', 'DAY-GIN-4']","['BAR-CUP', 'CUP-HUG', 'CUP-SIR', 'CUP-PAW', 'DAY-PAW', 'DAY-ZIG', 'DAY-GIN']","['BAR-4', 'HUG-4', 'PAW-4', 'SIR-9', 'PAW-4', 'ZIG-4', 'GIN-4']",0
FRO-GUN,1,80.21752159,86.71068098,-76.93202537,83.11559959,92.49394598,-50.51652737,FRO_GUN,FRO-GUN-1,"['ASK', 'RAW', 'OFF', 'WHO', 'DIG', 'TUB']",FRO-1_GUN-1,"['FRO-RAW-1', 'FRO-WHO-1', 'ASK-FRO-2', 'FRO-OFF-1', 'GUN-WHO-1', 'DIG-GUN-2', 'GUN-OFF-2', 'GUN-TUB-2']","['ASK-FRO', 'FRO-RAW', 'FRO-OFF', 'FRO-WHO', 'DIG-GUN', 'GUN-WHO', 'GUN-OFF', 'GUN-TUB']","['RAW-1', 'WHO-1', 'ASK-2', 'OFF-2', 'WHO-1', 'DIG-2', 'OFF-2', 'TUB-2']",0
BIO-NOM,1,66.46786359,89.93827798,-9.524659372,74.50482659,118.555503,-8.540843372,BIO_NOM,BIO-NOM-1,"['ARM', 'ELF', 'JOY', 'RAD', 'ACE', 'DUI', 'HIT']",BIO-1_NOM-1,"['ARM-BIO-1', 'BIO-ELF-1', 'BIO-JOY-1', 'BIO-RAD-1', 'ARM-NOM-1', 'DUI-NOM-2', 'HIT-NOM-2', 'ACE-NOM-7', 'HIT-NOM-7']","['ARM-BIO', 'BIO-ELF', 'BIO-JOY', 'BIO-RAD', 'ACE-NOM', 'ARM-NOM', 'DUI-NOM', 'HIT-NOM']","['ARM-1', 'ELF-1', 'JOY-1', 'RAD-1', 'ARM-1', 'DUI-2', 'HIT-2', 'ACE-7', 'HIT-7']",0
BED-ICE,4,-101.4324874,-6.208093017,-12.62538737,-96.50953441,2.363567983,14.99575363,BED_ICE,BED-ICE-4,"['AGE', 'GIN', 'CHI', 'HAM', 'MAD', 'LAX']",BED-4_ICE-4,"['BED-GIN-4', 'AGE-BED-9', 'BED-CHI-9', 'GIN-ICE-4', 'GIN-ICE-6', 'HAM-ICE-6', 'ICE-LAX-6', 'ICE-MAD-6']","['AGE-BED', 'BED-GIN', 'BED-CHI', 'GIN-ICE', 'HAM-ICE', 'ICE-MAD', 'ICE-LAX']","['GIN-4', 'AGE-9', 'CHI-9', 'GIN-4', 'GIN-6', 'HAM-6', 'LAX-6', 'MAD-12']",0
AIM-MIX,3,-85.39764441,95.01491398,-91.98091537,-82.31358541,116.370628,-59.92703137,AIM_MIX,AIM-MIX-3,"['MOM', 'LID', 'EGO', 'WAX', 'AGO', 'HEX', 'OAR']",AIM-3_MIX-3,"['AIM-MOM-3', 'AIM-LID-3', 'AIM-EGO-3', 'AIM-WAX-3', 'AGO-MIX-3', 'HEX-MIX-3', 'MIX-OAR-3', 'MIX-WAX-3']","['AIM-MOM', 'AIM-LID', 'AIM-EGO', 'AIM-WAX', 'AGO-MIX', 'HEX-MIX', 'MIX-OAR', 'MIX-WAX']","['MOM-3', 'LID-3', 'EGO-3', 'WAX-3', 'AGO-3', 'HEX-3', 'OAR-3', 'WAX-3']",0
GOO-WOW,10,-56.48277041,-131.871081,-17.25148337,-41.43612741,-116.655241,25.71561463,GOO_WOW,GOO-WOW-10,"['BUG', 'NOR', 'KEY', 'SAD', 'NEW', 'WIG']",GOO-10_WOW-10,"['GOO-SAD-10', 'BUG-GOO-12', 'GOO-NOR-12', 'GOO-KEY-12', 'NEW-WOW-10', 'SAD-WOW-10', 'KEY-WOW-9', 'WIG-WOW-9']","['BUG-GOO', 'GOO-NOR', 'GOO-KEY', 'GOO-SAD', 'KEY-WOW', 'NEW-WOW', 'SAD-WOW', 'WIG-WOW']","['SAD-10', 'BUG-12', 'NOR-12', 'KEY-12', 'NEW-10', 'SAD-10', 'KEY-9', 'WIG-9']",0
GIG-LAW,14,10.22523459,-26.85873602,51.21567163,41.95506859,-21.83033602,65.73183363,GIG_LAW,GIG-LAW-14,"['COW', 'ERA', 'IRE', 'YES', 'FOG', 'LIE']",GIG-14_LAW-14,"['COW-GIG-11', 'ERA-GIG-14', 'GIG-IRE-14', 'GIG-YES-14', 'FOG-LAW-14', 'IRE-LAW-14', 'LAW-LIE-14']","['COW-GIG', 'ERA-GIG', 'GIG-IRE', 'GIG-YES', 'FOG-LAW', 'IRE-LAW', 'LAW-LIE']","['COW-11', 'ERA-14', 'IRE-14', 'YES-7', 'FOG-14', 'IRE-14', 'LIE-14']",0
AIR-ODD,11,71.13112059,-36.78945902,22.52835163,85.97783059,-32.43153802,43.73215663,AIR_ODD,AIR-ODD-11,"['COW', 'MAC', 'FIX', 'GAS', 'KEG']",AIR-11_ODD-11,"['AIR-COW-11', 'AIR-MAC-11', 'AIR-FIX-11', 'COW-ODD-11', 'FIX-ODD-11', 'GAS-ODD-11', 'KEG-ODD-11']","['AIR-COW', 'AIR-MAC', 'AIR-FIX', 'COW-ODD', 'FIX-ODD', 'GAS-ODD', 'KEG-ODD']","['COW-11', 'MAC-11', 'FIX-11', 'COW-11', 'FIX-11', 'GAS-11', 'KEG-11']",0
BIO-JOY,1,66.46786359,108.367809,-32.10448937,84.05906559,118.555503,-9.524659372,BIO_JOY,BIO-JOY-1,"['ARM', 'ELF', 'NOM', 'RAD', 'DIG', 'RAW']",BIO-1_JOY-1,"['ARM-BIO-1', 'BIO-ELF-1', 'BIO-NOM-1', 'BIO-RAD-1', 'JOY-RAW-1', 'DIG-JOY-2']","['ARM-BIO', 'BIO-ELF', 'BIO-NOM', 'BIO-RAD', 'DIG-JOY', 'JOY-RAW']","['ARM-1', 'ELF-1', 'NOM-1', 'RAD-1', 'RAW-1', 'DIG-2']",0
DUI-TAG,2,97.20427659,36.89463698,-54.28216537,101.8871626,55.49964198,-20.27930937,DUI_TAG,DUI-TAG-2,"['DIG', 'SUN', 'IVY', 'NOM', 'CIS', 'FOX', 'ORC', 'TUB']",DUI-2_TAG-2,"['DIG-DUI-2', 'DUI-SUN-2', 'DUI-IVY-2', 'DUI-NOM-2', 'CIS-TAG-2', 'FOX-TAG-2', 'ORC-TAG-2', 'TAG-TUB-2']","['DIG-DUI', 'DUI-SUN', 'DUI-IVY', 'DUI-NOM', 'CIS-TAG', 'FOX-TAG', 'ORC-TAG', 'TAG-TUB']","['DIG-2', 'SUN-2', 'IVY-2', 'NOM-2', 'CIS-2', 'FOX-2', 'ORC-2', 'TUB-2']",0
BAH-CIS,2,85.32510359,-14.53845802,-82.83059537,97.16048159,11.66894898,-78.92810637,BAH_CIS,BAH-CIS-2,"['ETA', 'BOY', 'WIN', 'BAM', 'ORC', 'TAG', 'OFF']",BAH-2_CIS-2,"['BAH-ETA-2', 'BAH-BOY-2', 'BAH-ETA-8', 'BAH-WIN-8', 'BAH-BAM-8', 'BOY-CIS-2', 'CIS-ORC-2', 'CIS-TAG-2', 'CIS-OFF-2', 'BAM-CIS-8']","['BAH-ETA', 'BAH-BOY', 'BAH-WIN', 'BAH-BAM', 'BAM-CIS', 'BOY-CIS', 'CIS-ORC', 'CIS-TAG', 'CIS-OFF']","['ETA-2', 'BOY-2', 'ETA-8', 'WIN-8', 'BAM-8', 'BOY-2', 'ORC-2', 'TAG-2', 'OFF-2', 'BAM-8']",0
BRO-EON,7,62.85992059,51.31187898,23.31367063,82.03459059,72.08309498,48.11208163,BRO_EON,BRO-EON-7,"['ACE', 'ARM', 'WET', 'HIT', 'AHI', 'YES', 'POP', 'NIL', 'TOY']",BRO-7_EON-7,"['ACE-BRO-7', 'BRO-WET-7', 'BRO-HIT-7', 'ARM-BRO-1', 'AHI-EON-7', 'EON-YES-7', 'EON-POP-7', 'EON-NIL-7', 'EON-TOY-7']","['ACE-BRO', 'ARM-BRO', 'BRO-WET', 'BRO-HIT', 'AHI-EON', 'EON-YES', 'EON-POP', 'EON-NIL', 'EON-TOY']","['ACE-7', 'WET-7', 'HIT-7', 'ARM-1', 'AHI-7', 'YES-7', 'POP-7', 'NIL-7', 'TOY-7']",0
DIG-JOY,2,84.05906559,82.04294498,-32.10448937,99.36351259,108.367809,-25.19441537,DIG_JOY,DIG-JOY-2,"['GUN', 'HIT', 'DUI', 'TUB', 'BIO', 'RAW']",DIG-2_JOY-1,"['DIG-GUN-2', 'DIG-HIT-2', 'DIG-DUI-2', 'DIG-TUB-2', 'BIO-JOY-1', 'JOY-RAW-1']","['DIG-GUN', 'DIG-HIT', 'DIG-DUI', 'DIG-TUB', 'BIO-JOY', 'JOY-RAW']","['GUN-2', 'HIT-2', 'DUI-2', 'TUB-2', 'BIO-1', 'RAW-1']",0
FOG-TRY,6,-39.11595341,-21.90110802,71.77933563,-14.02564141,-19.65037802,77.66722063,FOG_TRY,FOG-TRY-6,"['LAW', 'RIB', 'SOY', 'OLD', 'ACT', 'DUH', 'LAM']",FOG-6_TRY-6,"['FOG-LAW-14', 'FOG-RIB-14', 'FOG-OLD-14', 'FOG-RIB-6', 'FOG-SOY-6', 'ACT-TRY-6', 'DUH-TRY-6', 'SOY-TRY-6', 'LAM-TRY-12']","['FOG-LAW', 'FOG-RIB', 'FOG-SOY', 'FOG-OLD', 'ACT-TRY', 'DUH-TRY', 'LAM-TRY', 'SOY-TRY']","['LAW-14', 'RIB-14', 'OLD-14', 'RIB-6', 'SOY-6', 'ACT-6', 'DUH-6', 'SOY-6', 'LAM-12']",0
CHI-COY,9,-102.5418844,-50.26531802,-16.48294537,-80.74662941,-38.04451102,-1.981156372,CHI_COY,CHI-COY-9,"['AGE', 'BED', 'MAD', 'DOG', 'ART', 'NOR']",CHI-9_COY-9,"['AGE-CHI-9', 'BED-CHI-9', 'CHI-DOG-9', 'CHI-MAD-9', 'ART-COY-12', 'COY-NOR-12', 'COY-MAD-12', 'COY-NOR-9']","['AGE-CHI', 'BED-CHI', 'CHI-MAD', 'CHI-DOG', 'ART-COY', 'COY-NOR', 'COY-MAD']","['AGE-9', 'BED-9', 'DOG-9', 'MAD-12', 'ART-12', 'NOR-12', 'MAD-12', 'NOR-9']",0
