Node,X,Y,Z,Subnodes,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
GIG,41.95506859,-21.83033602,51.21567163,GIG-14_GIG-11,AIR_MAC_ERA_YES,AIR-GIG_GIG-MAC_ERA-GIG_GIG-YES,AIR-GIG-11_GIG-MAC-11_ERA-GIG-14_GIG-YES-14,AIR-11_MAC-11_ERA-14_YES-7,0,inner
ZIG,-112.1824644,49.38235198,-30.73944437,ZIG-4,PAW_TAX_OAR,PAW-ZIG_TAX-ZIG_OAR-ZIG,PAW-ZIG-4_TAX-ZIG-4_OAR-ZIG-3,PAW-4_TAX-4_OAR-3,0,outer
JAM,30.08529959,-105.085851,49.11054163,JAM-13_JAM-11,EAR_LIE_HOT_MOO,EAR-JAM_JAM-LIE_HOT-JAM_JAM-MOO,EAR-JAM-11_JAM-LIE-11_JAM-LIE-13_HOT-JAM-13_JAM-MOO-13,EAR-11_LIE-11_LIE-13_HOT-13_MOO-10,0,outer
FIG,-68.95094441,-94.26845802,33.62420063,FIG-12,KEY_GOO_NOR_YAK,FIG-KEY_FIG-GOO_FIG-NOR_FIG-YAK,FIG-KEY-12_FIG-GOO-12_FIG-NOR-12_FIG-YAK-12,KEY-12_GOO-12_NOR-12_YAK-12,0,outer
WET,55.73786259,71.53245898,30.98683663,WET-1_WET-7,DUB_ACE_ADO,DUB-WET_ACE-WET_ADO-WET,DUB-WET-1_ACE-WET-7_ADO-WET-5,DUB-1_ACE-7_ADO-5,0,inner
GIN,-90.01991741,31.45906698,17.70368663,GIN-6_GIN-4,DAY_ZZZ_HAM,DAY-GIN_GIN-ZZZ_GIN-HAM,DAY-GIN-4_GIN-ZZZ-6_GIN-HAM-6,DAY-4_ZZZ-6_HAM-6,0,inner
LAM,-49.51198841,-46.33818502,61.93299363,LAM-12,ASH_LAB_TAU,ASH-LAM_LAB-LAM_LAM-TAU,ASH-LAM-12_LAB-LAM-12_LAM-TAU-12,ASH-12_LAB-12_TAU-6,0,outer
PHI,72.03006459,-102.675703,5.518761628,PHI-11_PHI-8,TAR_SEX_WAS_GEL,PHI-TAR_PHI-SEX_PHI-WAS_GEL-PHI,PHI-TAR-11_PHI-WAS-11_PHI-TAR-8_PHI-SEX-8_GEL-PHI-10,TAR-11_WAS-11_TAR-8_SEX-8_GEL-10,0,outer
OIL,-55.28968041,101.814954,-2.314150372,OIL-3_OIL-5,AGO_TAX_DRY_REF,AGO-OIL_OIL-TAX_DRY-OIL_OIL-REF,AGO-OIL-3_OIL-TAX-3_DRY-OIL-5_OIL-REF-5,AGO-3_TAX-3_DRY-5_REF-5,0,inner
NIL,25.22632359,54.72796798,52.16379663,NIL-5_NIL-7,JOB_TOY_AHI_YES,JOB-NIL_NIL-TOY_AHI-NIL_NIL-YES,JOB-NIL-5_NIL-TOY-5_NIL-TOY-7_AHI-NIL-7_NIL-YES-7,JOB-5_TOY-5_TOY-7_AHI-7_YES-7,0,inner
EYE,97.34155959,14.98342398,16.20123563,EYE-7,SUN_FIX_POP_GAS,EYE-SUN_EYE-FIX_EYE-POP_EYE-GAS,EYE-SUN-7_EYE-FIX-7_EYE-POP-7_EYE-GAS-7,SUN-7_FIX-7_POP-7_GAS-11,0,outer
ELF,42.59283659,109.975758,-1.147938372,ELF-1,WAR_RAD,ELF-WAR_ELF-RAD,ELF-WAR-1_ELF-RAD-1,WAR-1_RAD-1,0,inner
LEG,53.69602259,137.684574,-68.68453837,LEG-1,OVA_RAW_NIX,LEG-OVA_LEG-RAW_LEG-NIX,LEG-OVA-1_LEG-RAW-1_LEG-NIX-1,OVA-1_RAW-1_NIX-1,0,outer
LAB,-37.12603241,-72.32935502,62.35637563,LAB-13_LAB-12,LAM_YAK,LAB-LAM_LAB-YAK,LAB-YAK-13_LAB-LAM-12_LAB-YAK-12,YAK-13_LAM-12_YAK-12,0,outer
KIT,-93.70142841,-68.56138902,-19.98796437,KIT-9,CHI_NOR_WIG_ART,CHI-KIT_KIT-NOR_KIT-WIG_ART-KIT,CHI-KIT-9_KIT-NOR-9_KIT-WIG-9_ART-KIT-12,CHI-9_NOR-9_WIG-9_ART-12,0,outer
MAY,-42.89736841,147.070363,-46.28103337,MAY-3,HEX_INK_RUM_SIP,HEX-MAY_INK-MAY_MAY-RUM_MAY-SIP,HEX-MAY-3_INK-MAY-3_MAY-RUM-3_MAY-SIP-3,HEX-3_INK-3_RUM-3_SIP-3,0,outer
NIX,19.61778759,146.65104,-71.21173037,NIX-1,LEG_OVA_WHO_PIE,LEG-NIX_NIX-OVA_NIX-WHO_NIX-PIE,LEG-NIX-1_NIX-OVA-1_NIX-WHO-1_NIX-PIE-1,LEG-1_OVA-1_WHO-1_PIE-1,1,inner
OVA,37.55681159,148.781207,-44.57590737,OVA-1,LEG_NIX_PIE_RAD,LEG-OVA_NIX-OVA_OVA-PIE_OVA-RAD,LEG-OVA-1_NIX-OVA-1_OVA-PIE-1_OVA-RAD-1,LEG-1_NIX-1_PIE-1_RAD-1,0,outer
LAX,-79.20396241,-13.41357102,26.66345463,LAX-6_LAX-12,ASH_BED_BUG_MAD,ASH-LAX_BED-LAX_BUG-LAX_LAX-MAD,ASH-LAX-12_BED-LAX-12_BUG-LAX-12_LAX-MAD-12,ASH-12_BED-12_BUG-12_MAD-12,0,inner
MAD,-97.55815141,-29.18252802,13.65649863,MAD-12,ART_LAX_CHI_ICE,ART-MAD_LAX-MAD_CHI-MAD_ICE-MAD,ART-MAD-12_LAX-MAD-12_CHI-MAD-9_ICE-MAD-6,ART-12_LAX-12_CHI-9_ICE-6,0,outer
BOX,-102.3783024,45.64410998,-89.24967437,BOX-4,HUG_GYM_VAN_LID_EGO,BOX-HUG_BOX-GYM_BOX-VAN_BOX-LID_BOX-EGO,BOX-HUG-4_BOX-GYM-4_BOX-VAN-4_BOX-LID-4_BOX-EGO-4,HUG-4_GYM-4_VAN-4_LID-3_EGO-3,1,outer
AGO,-77.59085641,99.85877998,-32.02837637,AGO-3,FLY_OIL_GUT,AGO-FLY_AGO-OIL_AGO-GUT,AGO-FLY-3_AGO-OIL-3_AGO-GUT-3,FLY-3_OIL-3_GUT-3,0,inner
YES,54.23545259,26.39750798,41.98318563,YES-7,IRE_MAC_NIL_GIG,IRE-YES_MAC-YES_NIL-YES_GIG-YES,IRE-YES-7_MAC-YES-7_NIL-YES-7_GIG-YES-14,IRE-7_MAC-7_NIL-7_GIG-14,0,inner
LAW,10.22523459,-26.85873602,65.73183363,LAW-14,FOG_RIB_OLD,FOG-LAW_LAW-RIB_LAW-OLD,FOG-LAW-14_LAW-RIB-14_LAW-OLD-14,FOG-14_RIB-14_OLD-14,0,inner
ZAP,-18.45769141,-88.78774802,49.77636063,ZAP-13,GOO_OLD_TAU,GOO-ZAP_OLD-ZAP_TAU-ZAP,GOO-ZAP-13_OLD-ZAP-13_TAU-ZAP-13,GOO-13_OLD-13_TAU-13,0,inner
FLY,-82.18924841,94.36766498,1.048107628,FLY-3_FLY-5,AGO_ALA_WIZ,AGO-FLY_ALA-FLY_FLY-WIZ,AGO-FLY-3_ALA-FLY-3_FLY-WIZ-5,AGO-3_ALA-3_WIZ-4,0,outer
AHI,39.02183059,34.45504998,64.71688063,AHI-7,NIL_EON,AHI-NIL_AHI-EON,AHI-NIL-7_AHI-EON-7,NIL-7_EON-7,0,outer
LUG,87.02662859,-36.21138802,-5.755776372,LUG-11_LUG-8,JAR_COW,JAR-LUG_COW-LUG,COW-LUG-11_JAR-LUG-8,COW-11_JAR-8,0,inner
FLU,-106.7256264,-7.093324017,-80.89485437,FLU-4,BAR_HUG_SIR,BAR-FLU_FLU-HUG_FLU-SIR,BAR-FLU-4_FLU-HUG-4_FLU-SIR-4,BAR-4_HUG-4_SIR-9,1,outer
GUN,80.21752159,86.71068098,-50.51652737,GUN-1_GUN-2,NOM_ASK_OFF_TUB,GUN-NOM_ASK-GUN_GUN-OFF_GUN-TUB,GUN-NOM-1_GUN-NOM-2_ASK-GUN-2_GUN-OFF-2_GUN-TUB-2,NOM-1_NOM-2_ASK-2_OFF-2_TUB-2,0,inner
BED,-94.74560041,-9.822877017,-9.187424372,BED-12_BED-9_BED-4,ICE_CUP_DAY_LAX,BED-ICE_BED-CUP_BED-DAY_BED-LAX,BED-LAX-12_BED-ICE-4_BED-CUP-4_BED-DAY-4,LAX-12_ICE-4_CUP-4_DAY-4,0,inner
GUT,-58.81736041,125.501099,-49.45211537,GUT-3,AGO_INK_RUM,AGO-GUT_GUT-INK_GUT-RUM,AGO-GUT-3_GUT-INK-3_GUT-RUM-3,AGO-3_INK-3_RUM-3,0,inner
FUN,-41.77578841,81.21320698,46.46754063,FUN-5,DRY_NAY_FAN,DRY-FUN_FUN-NAY_FAN-FUN,DRY-FUN-5_FUN-NAY-5_FAN-FUN-6,DRY-5_NAY-5_FAN-6,0,outer
HUG,-93.46122141,17.77017398,-89.94626137,HUG-4,BOX_FLU_SIR_LID,BOX-HUG_FLU-HUG_HUG-SIR_HUG-LID,BOX-HUG-4_FLU-HUG-4_HUG-SIR-4_HUG-LID-4,BOX-4_FLU-4_SIR-9_LID-3,1,inner
SIR,-85.17058541,-36.93601502,-81.99597937,SIR-9,BAR_ONO_TAT_FLU_HUG,BAR-SIR_ONO-SIR_SIR-TAT_FLU-SIR_HUG-SIR,BAR-SIR-9_ONO-SIR-9_SIR-TAT-9_FLU-SIR-4_HUG-SIR-4,BAR-9_ONO-9_TAT-9_FLU-4_HUG-4,1,inner
JUG,-5.433488406,37.92189098,71.05300363,JUG-5_JUG-6,ERA_MOP,ERA-JUG_JUG-MOP,ERA-JUG-6_JUG-MOP-6,ERA-6_MOP-6,0,outer
GET,-11.22186041,-141.007733,-35.38363137,GET-10,CAB_COP_OAK_NEW,CAB-GET_COP-GET_GET-OAK_GET-NEW,CAB-GET-10_COP-GET-10_GET-OAK-10_GET-NEW-10,CAB-10_COP-10_OAK-10_NEW-10,1,inner
ROB,41.82992959,-142.516761,-24.93582837,ROB-10,AMP_CAB_DAD_GEL,AMP-ROB_CAB-ROB_DAD-ROB_GEL-ROB,AMP-ROB-10_CAB-ROB-10_DAD-ROB-10_GEL-ROB-10,AMP-10_CAB-10_DAD-10_GEL-10,0,outer
MAC,68.15962259,1.329739983,49.85057663,MAC-11_MAC-7,FIX_POP_YES_GIG,FIX-MAC_MAC-POP_MAC-YES_GIG-MAC,FIX-MAC-11_GIG-MAC-11_FIX-MAC-7_MAC-POP-7_MAC-YES-7,FIX-11_GIG-11_FIX-7_POP-7_YES-7,0,outer
AMP,51.99566359,-118.984127,-45.29832237,AMP-8_AMP-10,SEX_YAY_ROB_CAB,AMP-SEX_AMP-YAY_AMP-ROB_AMP-CAB,AMP-SEX-10_AMP-ROB-10_AMP-CAB-10_AMP-SEX-8_AMP-YAY-8,SEX-10_ROB-10_CAB-10_SEX-8_YAY-8,1,outer
BUG,-59.09933341,-64.50047202,38.98281863,BUG-12,ASH_LAX,ASH-BUG_BUG-LAX,ASH-BUG-12_BUG-LAX-12,ASH-12_LAX-12,0,inner
GEL,53.08506359,-136.052756,7.895627628,GEL-10,ROB_MOO_PHI,GEL-ROB_GEL-MOO_GEL-PHI,GEL-ROB-10_GEL-MOO-10_GEL-PHI-10,ROB-10_MOO-10_PHI-8,0,outer
FOR,-1.859306406,-159.398511,-11.69254437,FOR-10,DAD_EGG_OAK_HIP,DAD-FOR_EGG-FOR_FOR-OAK_FOR-HIP,DAD-FOR-10_EGG-FOR-10_FOR-OAK-10_FOR-HIP-10,DAD-10_EGG-10_OAK-10_HIP-10,0,outer
TAU,-21.30092041,-46.13249602,61.36783063,TAU-14_TAU-13_TAU-6,ACT_TRY_ZAP_LAM,ACT-TAU_TAU-TRY_TAU-ZAP_LAM-TAU,TAU-ZAP-13_ACT-TAU-6_TAU-TRY-6_LAM-TAU-12,ZAP-13_ACT-6_TRY-6_LAM-12,0,inner
SHY,-28.92061941,125.976734,7.891281628,SHY-5,DRY_HOW_INK,DRY-SHY_HOW-SHY_INK-SHY,DRY-SHY-5_HOW-SHY-5_INK-SHY-3,DRY-5_HOW-5_INK-3,0,outer
WOW,-56.48277041,-131.871081,-17.25148337,WOW-10_WOW-9,ELK_KEY_WIG,ELK-WOW_KEY-WOW_WIG-WOW,ELK-WOW-9_KEY-WOW-9_WIG-WOW-9,ELK-9_KEY-9_WIG-9,0,inner
FOX,113.4612856,14.11545098,-39.83334437,FOX-2,BOY_SKY_TUX_TAG,BOY-FOX_FOX-SKY_FOX-TUX_FOX-TAG,BOY-FOX-2_FOX-SKY-2_FOX-TUX-2_FOX-TAG-2,BOY-2_SKY-2_TUX-2_TAG-2,0,outer
ZOO,53.59552959,-79.92789602,45.84201263,ZOO-11,EAR_WAS,EAR-ZOO_WAS-ZOO,EAR-ZOO-11_WAS-ZOO-11,EAR-11_WAS-11,0,outer
TRY,-39.11595341,-19.65037802,71.77933563,TRY-6,DUH_FOG_SOY_TAU,DUH-TRY_FOG-TRY_SOY-TRY_TAU-TRY,DUH-TRY-6_FOG-TRY-6_SOY-TRY-6_TAU-TRY-6,DUH-6_FOG-6_SOY-6_TAU-6,0,outer
FOG,-11.92286041,-24.93838202,78.58385063,FOG-6_FOG-14,TRY_RIB_LAW_OLD,FOG-TRY_FOG-RIB_FOG-LAW_FOG-OLD,FOG-RIB-14_FOG-LAW-14_FOG-OLD-14_FOG-TRY-6_FOG-RIB-6,RIB-14_LAW-14_OLD-14_TRY-6_RIB-6,0,outer
NOM,76.18738459,86.59016998,-4.606762372,NOM-7_NOM-1_NOM-2,ARM_GUN_HIT_BRO,ARM-NOM_GUN-NOM_HIT-NOM_BRO-NOM,ARM-NOM-1_GUN-NOM-1_GUN-NOM-2_HIT-NOM-2_HIT-NOM-7_BRO-NOM-7,ARM-1_GUN-1_GUN-2_HIT-2_HIT-7_BRO-7,0,inner
MOP,-41.14815841,32.03279498,63.86493863,MOP-6,DUH_FAN_JUG_SOY,DUH-MOP_FAN-MOP_JUG-MOP_MOP-SOY,DUH-MOP-6_FAN-MOP-6_JUG-MOP-6_MOP-SOY-6,DUH-6_FAN-6_JUG-6_SOY-6,0,outer
WIZ,-94.22729741,61.19367898,16.15277063,WIZ-4,SAY_FLY_ZZZ,SAY-WIZ_FLY-WIZ_WIZ-ZZZ,SAY-WIZ-4_FLY-WIZ-5_WIZ-ZZZ-4,SAY-4_FLY-5_ZZZ-6,0,outer
VOW,-65.23407541,67.63065498,28.89226863,VOW-6_VOW-5,DRY_REF_NAN_TAX,DRY-VOW_REF-VOW_NAN-VOW_TAX-VOW,DRY-VOW-5_REF-VOW-5_NAN-VOW-6_TAX-VOW-4,DRY-5_REF-5_NAN-6_TAX-4,0,inner
MOO,31.52915659,-135.876097,28.76128663,MOO-10,DAD_EGG_GEL_JAM,DAD-MOO_EGG-MOO_GEL-MOO_JAM-MOO,DAD-MOO-10_EGG-MOO-10_GEL-MOO-10_JAM-MOO-13,DAD-10_EGG-10_GEL-10_JAM-13,0,outer
MOM,-84.88109141,89.53200898,-64.08417237,MOM-3,EGO_MIX,EGO-MOM_MIX-MOM,EGO-MOM-3_MIX-MOM-3,EGO-3_MIX-3,0,inner
INK,-53.10752641,133.549724,-22.66342337,INK-3,ALA_GUT_MAY_SHY,ALA-INK_GUT-INK_INK-MAY_INK-SHY,ALA-INK-3_GUT-INK-3_INK-MAY-3_INK-SHY-3,ALA-3_GUT-3_MAY-3_SHY-5,0,outer
IVY,93.61091659,11.58407098,-12.75042237,IVY-7_IVY-2,ACE_GAS,ACE-IVY_GAS-IVY,ACE-IVY-7_GAS-IVY-11,ACE-7_GAS-11,0,inner
NOR,-75.85383241,-91.25010502,5.971789628,NOR-12_NOR-9,COY_KIT_ART_FIG,COY-NOR_KIT-NOR_ART-NOR_FIG-NOR,COY-NOR-12_ART-NOR-12_FIG-NOR-12_COY-NOR-9_KIT-NOR-9,COY-12_ART-12_FIG-12_COY-9_KIT-9,0,inner
COP,-39.98823741,-109.145583,-42.28678237,COP-10_COP-9,USE_TAT_NEW_GET,COP-USE_COP-TAT_COP-NEW_COP-GET,COP-NEW-10_COP-GET-10_COP-USE-9_COP-TAT-9,NEW-10_GET-10_USE-9_TAT-9,1,inner
COW,60.75696259,-56.31003402,27.76317763,COW-11,KEG_LUG_FAX,COW-KEG_COW-LUG_COW-FAX,COW-KEG-11_COW-LUG-11_COW-FAX-11,KEG-11_LUG-11_FAX-11,0,inner
COY,-80.29390641,-50.00527902,1.984625628,COY-12_COY-9,CHI_NOR_ART,CHI-COY_COY-NOR_ART-COY,COY-NOR-12_ART-COY-12_CHI-COY-9_COY-NOR-9,NOR-12_ART-12_CHI-9_NOR-9,0,inner
SUN,104.1034676,36.32947298,1.262630628,SUN-7_SUN-2,HIT_SKY_EYE,HIT-SUN_SKY-SUN_EYE-SUN,HIT-SUN-2_SKY-SUN-2_HIT-SUN-7_EYE-SUN-7,HIT-2_SKY-2_HIT-7_EYE-7,0,outer
DOG,-110.6943414,-17.02691602,-35.28390337,DOG-4_DOG-9,CUP,CUP-DOG,CUP-DOG-4,CUP-4,0,outer
ETA,97.82119359,-10.49737002,-50.66639537,ETA-8_ETA-2,BAH_BOY_TUX,BAH-ETA_BOY-ETA_ETA-TUX,BAH-ETA-2_BOY-ETA-2_ETA-TUX-2_BAH-ETA-8_ETA-TUX-8,BAH-2_BOY-2_TUX-2_BAH-8_TUX-8,0,inner
ACT,-51.10642441,-19.28789502,48.41176363,ACT-6_ACT-12,DUH_NAN_TAU_ASH,ACT-DUH_ACT-NAN_ACT-TAU_ACT-ASH,ACT-ASH-12_ACT-DUH-6_ACT-NAN-6_ACT-TAU-6,ASH-12_DUH-6_NAN-6_TAU-6,0,inner
